,Catégorie,Titre,Score,Avis,5 etoiles,4 etoiles,3 etoiles,2 etoiles,1 etoiles
1105,Magasin de vêtements pour hommes,B,"4,3",10,80,10,0,0,10
1106,Bijouterie,Janoé,"4,3",10,100,0,0,0,0
1107,Bijouterie,Maison Eloe,"4,3",10,90,10,0,0,0
1108,Boutique d'articles de mode,Sozély,"4,3",10,100,0,0,0,0
1109,Boutique d'accessoires de mode,Saggi Jewels,"4,3",10,100,0,0,0,0
1110,Service de coupons d'achat,Bon2reduction.com,"4,3",9,89,11,0,0,0
1111,Magasin de vêtements,Wondersquare,"4,3",9,89,11,0,0,0
1112,Marchand d'art,la little popart gallery,"4,3",9,100,0,0,0,0
1113,Bijouterie,Arasia Shop,"4,3",9,89,11,0,0,0
1114,Magasin de vêtements imprimés,Monpetitavocat,"4,3",9,100,0,0,0,0
1115,Bijouterie,www.kara-diamonds.com,"4,3",9,100,0,0,0,0
1116,Artisanat,Atelier Mellony,"4,3",9,89,11,0,0,0
1117,Bijouterie,Divenly,"4,3",9,100,0,0,0,0
1118,Boutique de t-shirts personnalisés,Fd Paris,"4,3",9,100,0,0,0,0
1119,Magasin de sacs et bagages,Atoibox,"4,3",9,89,11,0,0,0
1120,Magasin de chaussures,TheNewKickz,"4,3",9,100,0,0,0,0
1121,Boutique de t-shirts personnalisés,Fd Paris,"4,3",9,100,0,0,0,0
1122,Boutique de t-shirts personnalisés,Fd Paris,"4,3",9,100,0,0,0,0
1123,Magasin de vêtements de sport (activewear),Sobra,"4,3",9,100,0,0,0,0
1124,Bijouterie,Divenly,"4,3",9,100,0,0,0,0
1125,Artisanat,Atelier Mellony,"4,3",9,89,11,0,0,0
1126,Couturier,Better Call Bettie,"4,3",9,100,0,0,0,0
1127,Magasin de vêtements de sport (activewear),JOG ET JIM,"4,3",9,100,0,0,0,0
1128,Boutique de minéraux,Orabulle,"4,3",9,100,0,0,0,0
1129,Horlogerie,Temple of Time,"4,3",9,89,11,0,0,0
1130,Boutique d'articles de mode,Leny Shop,"4,3",9,100,0,0,0,0
1131,Magasin de chaussures,Before Drop,"4,3",9,100,0,0,0,0
1132,Site de comparaison de prix,HelloSafe México,"4,3",9,89,11,0,0,0
1133,Magasin de vêtements imprimés,Etfierdeletre.fr,"4,3",9,100,0,0,0,0
1134,Magasin de streetwear,Ryojin,"4,3",9,89,11,0,0,0
1135,Site de comparaison de prix,Comparateur de Formation,"4,3",9,100,0,0,0,0
1136,Boutique d'accessoires de mode,Lesbarrettesdenana,"4,3",9,100,0,0,0,0
1137,Fabricant de bijoux,Lithosmose,"4,3",9,100,0,0,0,0
1138,Bijouterie fantaisie,By Emmy,"4,3",9,100,0,0,0,0
1139,Fabricant de bijoux,Gaiani,"4,3",9,100,0,0,0,0
1140,Magasin de chaussures,Swivells,"4,3",8,100,0,0,0,0
1141,Services de voyance,Harmoniepoursoi,"4,3",8,100,0,0,0,0
1142,Boutique d'articles de mode,Nostalgia Paris,"4,3",8,100,0,0,0,0
1143,Bijouterie,Ma Touche Bijoux,"4,3",8,100,0,0,0,0
1144,Boutique d'accessoires de mode,Hédison,"4,3",8,100,0,0,0,0
1145,Magasin de vêtements,Sudistenvogue,"4,3",8,100,0,0,0,0
1146,Magasin de vêtements,Fenyx Shop,"4,3",8,100,0,0,0,0
1147,Boutique d'accessoires de mode,Virginie riou,"4,3",8,100,0,0,0,0
1148,Magasin de vêtements,Élégamment vôtre,"4,3",8,100,0,0,0,0
1149,Boutique d'accessoires de mode,Vert Jade Maroquinerie,"4,3",8,100,0,0,0,0
1150,Boutique d'accessoires de mode,Lesgaleriesjelo,"4,3",8,100,0,0,0,0
1151,Magasin de vêtements professionnels,VETI BAT,"4,3",8,100,0,0,0,0
1152,Magasin de vêtements,Lion3tribe,"4,3",8,100,0,0,0,0
1153,Shopping & mode,Girlskateclub,"4,3",8,100,0,0,0,0
1154,Magasin de puériculture,Monsieurmole,"4,3",8,100,0,0,0,0
1155,Magasin d'articles de sports,SPOTT,"4,3",8,100,0,0,0,0
1156,Magasin de vêtements,Emilie E shop,"4,3",8,100,0,0,0,0
1157,Fabricant de maroquinerie,Les petits Noeuds de Lucie,"4,3",8,100,0,0,0,0
1158,Magasin de vêtements pour femmes,Rivagebylaura,"4,3",8,100,0,0,0,0
1159,Bijouterie fantaisie,Diva,"4,3",8,100,0,0,0,0
1160,Antiquaire,La Malle Fleurie,"4,3",8,100,0,0,0,0
1161,Bijouterie fantaisie,Diva,"4,3",8,100,0,0,0,0
1162,Antiquaire,La Malle Fleurie,"4,3",8,100,0,0,0,0
1163,Magasin de kimonos,Mallia Kimono,"4,3",7,100,0,0,0,0
1164,Magasin de vêtements,AKA - Djiké Brand of Hope,"4,3",7,100,0,0,0,0
1165,Magasin de vêtements de sport (activewear),Juicy Peach,"4,3",7,100,0,0,0,0
1166,Magasin de vêtements,Substance Biarritz,"4,3",7,100,0,0,0,0
1167,Boutique de sacs à main,L en Bobines,"4,3",7,100,0,0,0,0
1168,Magasin de sous-vêtements,Hislim,"4,3",7,100,0,0,0,0
1169,Magasin de vêtements pour enfants,Appelle Moi Maman,"4,3",7,100,0,0,0,0
1170,Shopping & mode,ByKaza,"4,3",7,100,0,0,0,0
1171,Grand magasin,La Crânerie,"4,3",7,100,0,0,0,0
1172,Boutique d'accessoires de mode,Oumaäti,"4,3",7,100,0,0,0,0
1173,Magasin de vêtements,Greatness Over Death,"4,3",7,100,0,0,0,0
1174,Boutique de cadeaux,Petites Séries,"4,3",7,100,0,0,0,0
1175,Grand magasin,Lezardsenvadrouille,"4,3",7,100,0,0,0,0
1176,Magasin de vêtements,321soleil.fr,"4,3",7,100,0,0,0,0
1177,Magasin de chaussures,Safecop,"4,3",7,100,0,0,0,0
1178,Magasin de vêtements pour femmes,ARMADIO 55,"4,3",7,100,0,0,0,0
1179,Boutique de sacs à main,Evidence,"4,3",7,100,0,0,0,0
1180,Service de crypto-monnaie,Redeemfor.me,"4,3",7,100,0,0,0,0
1181,Magasin de vêtements pour femmes,AKOUSTIK l'empreinte de la mode ethnique,"4,2",6 344,61,23,10,3,3
1182,Bijouterie,Fil Aluminium,"4,2",2 734,80,15,3,<1,1
1183,Bijouterie,Adamence,"4,2",1 041,77,14,5,2,2
1184,Magasin de puériculture,Yoopies.fr,"4,2",846,71,17,3,1,8
1185,Grand magasin,Super Insolite,"4,2",360,63,23,5,3,6
1186,Fabricant de bijoux,Mybouddha,"4,2",333,65,24,3,1,7
1187,Boutique de lingerie,Collant.fr,"4,2",304,77,13,3,<1,6
1188,Magasin de streetwear,Sneakers Heat,"4,2",213,71,16,2,2,9
1189,Grossiste en lunettes,Direct Optic,"4,2",181,65,7,3,4,21
1190,Magasin de surplus militaire,Yakeda,"4,2",172,70,7,5,3,15
1191,Shopping & mode,It's Watch Time - Outlet marque de designer,"4,2",141,74,8,0,2,16
1192,Bijouterie,Majolie,"4,2",88,55,3,7,8,27
1193,Magasin de chaussures,Laurent Guillaud,"4,2",65,80,5,0,3,12
1194,Magasin de sous-vêtements,L'Indomptable,"4,2",45,65,20,9,2,4
1195,Magasin de vêtements pour femmes,Sassy X Store,"4,2",45,89,9,0,0,2
1196,Bijouterie,MDSUGAR,"4,2",44,66,23,4,2,5
1197,Magasin de vêtements imprimés,Combinelle,"4,2",35,57,29,11,0,3
1198,Magasin de vêtements pour hommes,les-allies.com,"4,2",33,88,0,0,0,12
1199,Magasin de vêtements imprimés,xr11auto.com,"4,2",29,59,24,17,0,0
1200,Magasin de chaussures,Kulture Lyon,"4,2",29,76,14,0,3,7
1201,Magasin de chaussures,AMTN.CLUB,"4,2",28,89,0,0,0,11
1202,Magasin de vêtements,SEVA,"4,2",27,93,0,0,0,7
1203,Boutique de lingerie,Scandale éco-lingerie,0,0,0,0,0,0,0
1204,Magasin de vêtements pour femmes,Luxurybrands Uk,"4,2",25,72,16,0,8,4
1205,Boutique d'accessoires de mode,Maisonbayle,"4,2",23,92,4,0,4,0
1206,Friperie,Occ Frip,"4,2",22,86,9,0,5,0
1207,Magasin de lunettes de soleil,Mymonture,"4,2",21,67,5,0,9,19
1208,Fabricant de bijoux,elkhomssa.com,"4,2",18,72,22,0,0,6
1209,Magasin de vêtements pour enfants,Natoukea,"4,2",17,94,0,0,0,6
1210,Boutique de lingerie,C.I.S,"4,2",17,70,12,6,6,6
1211,Magasin de surf,Soon Line,"4,2",17,76,18,0,0,6
1212,Magasin de vêtements vintage,Demain Rétro,"4,2",17,82,0,6,0,12
1213,Magasin de vêtements pour femmes,You&Milk,"4,2",15,86,0,0,7,7
1214,Boutique de sacs à main,Sac de Voyage,"4,2",15,93,0,0,0,7
1215,Bijouterie,Physis Paris,"4,2",15,86,0,7,0,7
1216,Fabricant de bijoux,Farenson Store,"4,2",14,86,7,0,0,7
1217,Shopping & mode,Fiatope,"4,2",14,79,14,0,7,0
1218,Magasin de vêtements,Jacobs & Jacobs Originals,"4,2",13,84,8,0,0,8
1219,Magasin de vêtements,De La Mode,"4,2",12,84,0,8,8,0
1220,Magasin de vêtements,De La Mode,"4,2",12,84,0,8,8,0
1221,Shopping & mode,Le Pull Francais,"4,2",11,82,9,0,9,0
1222,Shopping & mode,Mon bola de grossesse,"4,2",11,82,9,0,9,0
1223,Shopping & mode,Stardust Clothing,"4,2",11,82,9,9,0,0
1224,Magasin de vêtements pour femmes,From Paname with love,"4,2",11,82,9,9,0,0
1225,Magasin de vêtements de sport (activewear),de wasseige equitation eurl,"4,2",11,73,18,9,0,0
1226,Magasin de vêtements professionnels,Forest Natural Workwear,"4,2",11,82,18,0,0,0
1227,Magasin de vêtements d'hiver,Cocoonaid,"4,2",11,73,9,9,0,9
1228,Shopping & mode,PROTEGE UV,"4,2",10,90,0,0,10,0
1229,Shopping & mode,Espaibebè,"4,2",10,70,30,0,0,0
1230,Magasin de vêtements,Grand Central Store,"4,2",10,90,0,0,0,10
1231,Magasin de vêtements,Mb Concept store,"4,2",10,90,10,0,0,0
1232,Magasin de sacs et de valises,Ordinari,"4,2",9,89,11,0,0,0
1233,Bijouterie fantaisie,ORANGE AMOUR,"4,2",9,89,0,0,0,11
1234,Bijouterie,Bijoux Charmed,"4,2",9,100,0,0,0,0
1235,Magasin de vêtements pour femmes,Alaqsa,"4,2",9,78,11,11,0,0
1236,Boutique d'accessoires de mode,Ameriandine,"4,2",9,89,11,0,0,0
1237,Magasin de vêtements professionnels,Medecina,"4,2",9,67,33,0,0,0
1238,Magasin de vêtements pour femmes,Biomode,"4,2",8,100,0,0,0,0
1239,Boutique d'accessoires de mode,collection astrid,"4,2",8,100,0,0,0,0
1240,Boutique de sacs à main,CASSYBAGS,"4,2",8,87,13,0,0,0
1241,Magasin de vêtements pour femmes,Morphellashop,"4,2",8,87,13,0,0,0
1242,Bijouterie fantaisie,Eleoh creation,"4,2",8,87,13,0,0,0
1243,Cordonnier,Cleanmysneak,"4,2",8,87,13,0,0,0
1244,Boutique de t-shirts personnalisés,CommuniCaen,"4,2",8,87,13,0,0,0
1245,Magasin de puériculture,Joueteveilbebe,"4,2",7,86,14,0,0,0
1246,Magasin de t-shirts,Pop and Wear,"4,2",7,100,0,0,0,0
1247,Magasin pour femmes enceintes,Odysseum Protect,"4,2",7,86,14,0,0,0
1248,Site de comparaison de prix,Banque Info,"4,2",7,86,14,0,0,0
1249,Fabricant de bijoux,RETOR,"4,2",7,86,14,0,0,0
1250,Magasin de vêtements pour femmes,FADED - Vêtements pour femmes,"4,2",7,86,14,0,0,0
1251,Magasin de vêtements pour femmes,Tonchoixtonstyle,"4,2",7,86,14,0,0,0
1252,Grand magasin,L'imbecileheureux,"4,2",6,100,0,0,0,0
1253,Magasin de vêtements pour femmes,Somadame,"4,2",6,100,0,0,0,0
1254,Shopping & mode,adresse-resiliation.fr,"4,2",6,83,0,0,0,17
1255,Magasin de streetwear,Donwories,"4,2",6,100,0,0,0,0
1256,Boutique d'accessoires de mode,Petit Miaou,"4,2",6,100,0,0,0,0
1257,Shopping & mode,AMMAA,"4,2",6,100,0,0,0,0
1258,Shopping & mode,Allgrail,"4,2",6,100,0,0,0,0
1259,Magasin d'articles spirituels,Cristauxhecate,"4,2",6,100,0,0,0,0
1260,Solutions et équipement énergétiques,Fred le Hamster,"4,2",6,100,0,0,0,0
1261,Grand magasin,L'imbecileheureux,"4,2",6,100,0,0,0,0
1262,Magasin de vêtements pour femmes,Somadame,"4,2",6,100,0,0,0,0
1263,Magasin de vêtements pour femmes,Thesprezzatura,"4,2",6,100,0,0,0,0
1264,Bijouterie,Atelier Sarah Aime,"4,2",6,100,0,0,0,0
1265,Magasin de vêtements de sport,Maillots d'Or,"4,2",6,100,0,0,0,0
1266,Fabricant de montres,Charly’s Mods,"4,2",6,100,0,0,0,0
1267,Magasin de chaussures,Tipeton - Chaussures souples et Barefoot,"4,2",6,100,0,0,0,0
1268,Magasin de chaussures,Dropoffs,"4,2",6,100,0,0,0,0
1269,Magasin de vêtements,Hovaness,"4,2",6,100,0,0,0,0
1270,Bijouterie,Cipriano Joaillier,"4,2",6,100,0,0,0,0
1271,Bijouterie,ELA Bijoux,"4,2",6,100,0,0,0,0
1272,Bijouterie,A l'aube des pierres,"4,2",6,100,0,0,0,0
1273,Marché en ligne,Lilastextile,"4,2",6,100,0,0,0,0
1274,Marché en ligne,"Izziplace - La Place de Marché Française où Acheter, Vendre, Louer, Donner, devient izzi !","4,2",6,100,0,0,0,0
1275,Magasin de streetwear,Wantohype,"4,2",6,100,0,0,0,0
1276,Bijouterie fantaisie,Inès et Zoé,"4,2",6,100,0,0,0,0
1277,Magasin de streetwear,ARÈS STORE,"4,2",6,100,0,0,0,0
1278,Magasin de chaussures,Léoman,"4,2",6,100,0,0,0,0
1279,Magasin de vêtements,Picole Nationale,"4,2",6,100,0,0,0,0
1280,Shopping & mode,Pas de titre,0,0,0,0,0,0,0
1281,Magasin de vêtements pour femmes,Morphellashop,"4,2",8,87,13,0,0,0
1282,Bijouterie fantaisie,Eleoh creation,"4,2",8,87,13,0,0,0
1283,Magasin de vêtements pour femmes,Morphellashop,"4,2",8,87,13,0,0,0
1284,Boutique de t-shirts personnalisés,CommuniCaen,"4,2",8,87,13,0,0,0
1285,Fabricant de bijoux,RETOR,"4,2",7,86,14,0,0,0
1286,Site de comparaison de prix,Banque Info,"4,2",7,86,14,0,0,0
1287,Magasin de t-shirts,Pop and Wear,"4,2",7,100,0,0,0,0
1288,Magasin pour femmes enceintes,Odysseum Protect,"4,2",7,86,14,0,0,0
1289,Magasin de puériculture,Joueteveilbebe,"4,2",7,86,14,0,0,0
1290,Magasin de vêtements pour femmes,FADED - Vêtements pour femmes,"4,2",7,86,14,0,0,0
1291,Magasin de vêtements pour femmes,Tonchoixtonstyle,"4,2",7,86,14,0,0,0
1292,Grand magasin,L'imbecileheureux,"4,2",6,100,0,0,0,0
1293,Boutique d'accessoires de mode,Petit Miaou,"4,2",6,100,0,0,0,0
1294,Shopping & mode,adresse-resiliation.fr,"4,2",6,83,0,0,0,17
1295,Magasin de streetwear,Donwories,"4,2",6,100,0,0,0,0
1296,Shopping & mode,AMMAA,"4,2",6,100,0,0,0,0
1297,Shopping & mode,Allgrail,"4,2",6,100,0,0,0,0
1298,Magasin d'articles spirituels,Cristauxhecate,"4,2",6,100,0,0,0,0
1299,Fabricant de montres,Charly’s Mods,"4,2",6,100,0,0,0,0
1300,Solutions et équipement énergétiques,Fred le Hamster,"4,2",6,100,0,0,0,0
1301,Grand magasin,L'imbecileheureux,"4,2",6,100,0,0,0,0
1302,Magasin de vêtements pour femmes,Somadame,"4,2",6,100,0,0,0,0
1303,Magasin de vêtements pour femmes,Thesprezzatura,"4,2",6,100,0,0,0,0
1304,Bijouterie,Atelier Sarah Aime,"4,2",6,100,0,0,0,0
1305,Magasin de vêtements de sport,Maillots d'Or,"4,2",6,100,0,0,0,0
1306,Fabricant de montres,Charly’s Mods,"4,2",6,100,0,0,0,0
1307,Magasin de chaussures,Tipeton - Chaussures souples et Barefoot,"4,2",6,100,0,0,0,0
1308,Magasin de chaussures,Dropoffs,"4,2",6,100,0,0,0,0
1309,Magasin de vêtements,Hovaness,"4,2",6,100,0,0,0,0
1310,Bijouterie,Cipriano Joaillier,"4,2",6,100,0,0,0,0
1311,Bijouterie,ELA Bijoux,"4,2",6,100,0,0,0,0
1312,Bijouterie,A l'aube des pierres,"4,2",6,100,0,0,0,0
1313,Marché en ligne,Lilastextile,"4,2",6,100,0,0,0,0
1314,Marché en ligne,"Izziplace - La Place de Marché Française où Acheter, Vendre, Louer, Donner, devient izzi !","4,2",6,100,0,0,0,0
1315,Magasin de streetwear,Wantohype,"4,2",6,100,0,0,0,0
1316,Bijouterie fantaisie,Inès et Zoé,"4,2",6,100,0,0,0,0
1317,Magasin de streetwear,ARÈS STORE,"4,2",6,100,0,0,0,0
1318,Magasin de chaussures,Léoman,"4,2",6,100,0,0,0,0
1319,Magasin de vêtements,Picole Nationale,"4,2",6,100,0,0,0,0
1320,Blanchisserie,Wipure,"4,2",6,100,0,0,0,0
1321,Site de comparaison de prix,Eligibilite.com,"4,2",6,100,0,0,0,0
1322,Magasin de vêtements,Teachies,"4,2",6,100,0,0,0,0
1323,Service de rachat de bijoux,Argor Belfort,"4,2",6,100,0,0,0,0
1324,Magasin de chaussures,Chaussures Adrien,"4,2",6,100,0,0,0,0
1325,Magasin de vêtements,Kaava Patterns,"4,2",6,100,0,0,0,0
1326,Friperie,julfripes,"4,2",6,100,0,0,0,0
1327,Fabricant de montres,Voron,"4,2",6,100,0,0,0,0
1328,Magasin de sous-vêtements,Solendro,"4,1",4 119,75,15,3,2,5
1329,Magasin de vêtements pour femmes,Lilith,"4,1",719,82,9,3,2,4
1330,Horlogerie,Shop On Time - France,"4,1",587,79,8,2,1,10
1331,Fabricant de lingerie,Réjeanne,"4,1",139,67,7,4,6,16
1332,Magasin de vêtements pour hommes,Eshopby3collection,"4,1",117,91,8,0,0,<1
1333,Entreprise de cosmétique,SoCharme Bio,"4,1",92,76,8,3,4,9
1334,Boutique d'accessoires de mode,Supercaps - Le superleader casquettes et accessoires,"4,1",76,85,4,1,1,9
1335,Shopping & mode,Arklight Design,"4,1",75,82,5,3,1,9
1336,Magasin de vêtements,Sneakerhub FR,"4,1",56,69,5,11,4,11
1337,Boutique de lingerie,elia-lingerie.com,"4,1",56,68,9,0,7,16
1338,Magasin de vêtements pour jeunes,Animask,"4,1",50,80,8,2,4,6
1339,Magasin de vêtements grandes tailles,Size Factory,"4,1",49,65,4,0,6,25
1340,Magasin de vêtements,Happy Legs,"4,1",40,62,28,2,3,5
1341,Magasin de maillots de bain,GILI'S SWIMWEAR,"4,1",37,75,19,0,3,3
1342,Bijouterie fantaisie,Olline,"4,1",37,75,3,11,0,11
1343,Site de comparaison de prix,CheapDigitalDownload,"4,1",30,67,20,3,0,10
1344,Bijouterie fantaisie,Maison 1997,"4,1",28,82,7,4,0,7
1345,Bijouterie,le gramme,"4,1",26,69,0,0,8,23
1346,Magasin de vêtements pour enfants,GREEN ROSE | FRANCE,"4,1",22,73,4,0,0,23
1347,Bijouterie,Cadeaux Photos,"4,1",22,73,9,4,5,9
1348,Magasin de chaussures,Addict Sneakers,"4,1",21,76,14,0,0,10
1349,Shopping & mode,Destockagecroisieres,"4,1",20,85,0,0,0,15
1350,Magasin de vêtements pour enfants,Yazah,"4,1",19,79,11,5,0,5
1351,Magasin de sacs et de valises,Shopibox,"4,1",19,58,21,5,0,16
1352,Boutique d'accessoires de mode,ÖGON DESIGN,"4,1",18,83,6,0,0,11
1353,Magasin de vêtements pour femmes,Rubber Eva,"4,1",16,82,6,0,6,6
1354,Joaillier,Mauboussin,"4,1",16,88,6,0,0,6
1355,Magasin de vêtements,Les Pièces Concept Store,"4,1",16,75,12,0,0,13
1356,Bijouterie,ACMÉE Paris,"4,1",15,80,6,7,0,7
1357,Magasin de chaussures,Sapes2folies Sneaker Shop,"4,1",14,93,0,0,0,7
1358,Bureau de change,Abacor,0,0,0,0,0,0,0
1359,Magasin de vêtements,Stratos Paris,"4,1",13,84,8,0,0,8
1360,Boutique d'accessoires de mode,Classy Mastour,"4,1",13,92,0,0,0,8
1361,Magasin de vêtements,OUZOSAN | ウーゾさん,"4,1",11,64,36,0,0,0
1362,Fournisseur de cosmétiques et de parfums,Aupaysdessenteurs,"4,1",11,82,9,0,0,9
1363,Marché en ligne,Dropfast,"4,1",10,80,10,0,0,10
1364,Bijouterie,La Mine des Fantaisies,"4,1",8,75,25,0,0,0
1365,Boutique de t-shirts personnalisés,PRINT MY DESIGN,"4,1",8,87,13,0,0,0
1366,Boutique d'accessoires de mode,La Cadette,"4,1",7,100,0,0,0,0
1367,Boutique de lingerie,Ballenro,"4,1",7,86,0,0,0,14
1368,Shopping & mode,Laboutiquedevetements,"4,1",7,100,0,0,0,0
1369,Fabricant de montres,Torgaw,"4,1",6,83,17,0,0,0
1370,Magasin de streetwear,Myinfinitystreet,"4,1",6,100,0,0,0,0
1371,Magasin de vêtements pour hommes,Opalona,"4,1",6,83,17,0,0,0
1372,Bijouterie fantaisie,Meleternelle,"4,1",6,83,17,0,0,0
1373,Boutique d'accessoires de mode,O'drey créa,"4,1",6,100,0,0,0,0
1374,Magasin de vêtements,l'Artefact,"4,1",6,83,17,0,0,0
1375,Bijouterie,Oblade,"4,1",6,67,33,0,0,0
1376,Bijouterie,Memori Bijoux,"4,1",6,83,17,0,0,0
1377,Magasin de vêtements de sport,Medusa Fit,"4,1",6,83,17,0,0,0
1378,Magasin de vêtements,Moguo Paris,"4,1",6,100,0,0,0,0
1379,Magasin de vêtements,Aniki - Objectif Soleil Levant,"4,1",6,83,17,0,0,0
1380,Pressing,MIB Clean,"4,1",6,83,17,0,0,0
1381,Boutique d'accessoires de mode,Boucle Et Ceinture,"4,1",6,100,0,0,0,0
1382,Magasin de pierres naturelles,L'antre de la destinée,"4,1",6,100,0,0,0,0
1383,Magasin de maillots de bain,initialsparis.com,"4,1",6,83,17,0,0,0
1384,Bijouterie,Piectus,"4,1",6,66,0,0,17,17
1385,Shopping & mode,Logeekdesign,"4,1",5,100,0,0,0,0
1386,Service de coupons d'achat,Reduc.fr,"4,1",5,100,0,0,0,0
1387,Magasin de vêtements,Girard,"4,1",5,100,0,0,0,0
1388,Marché en ligne,Trading Lux,"4,1",5,100,0,0,0,0
1389,Magasin de vêtements pour enfants,Bibalou,"4,1",5,100,0,0,0,0
1390,Shopping & mode,Velieri Paris,"4,1",5,100,0,0,0,0
1391,Shopping & mode,Precious Time-watches,"4,1",5,100,0,0,0,0
1392,Boutique de t-shirts personnalisés,Communicaen,"4,1",5,100,0,0,0,0
1393,Magasin de maillots de bain,historia natural,"4,1",5,100,0,0,0,0
1394,Boutique de mariage,Ziba Boutique,"4,1",5,100,0,0,0,0
1395,Boutique d'articles de mode,Kanten,"4,1",5,100,0,0,0,0
1396,Magasin de vêtements de sport (activewear),LEBRIDGE,"4,1",5,100,0,0,0,0
1397,Boutique de ceintures,CLEMENTI Paris,"4,1",5,100,0,0,0,0
1398,Magasin de vêtements,Constant personal shopper éthique,"4,1",5,100,0,0,0,0
1399,Magasin de vêtements,ContreCœur,"4,1",5,100,0,0,0,0
1400,Magasin de vêtements de sport (activewear),LEBRIDGE,"4,1",5,100,0,0,0,0
1401,Magasin de vêtements,Girard,"4,1",5,100,0,0,0,0
1402,Boutique d'accessoires de mode,MyBands,"4,1",5,100,0,0,0,0
1403,Magasin de vêtements pour hommes,Erverte,"4,1",5,100,0,0,0,0
1404,Bijouterie,Nesslana,"4,1",5,100,0,0,0,0
1405,Bijouterie,Vife,"4,1",5,100,0,0,0,0
1406,Banque,MoneyNow,"4,1",5,100,0,0,0,0
1407,Magasin de vêtements,VVAL-Studio,"4,1",5,100,0,0,0,0
1408,Magasin de maillots de bain,CARA BELLEZZA PARIS,"4,1",5,100,0,0,0,0
1409,Magasin de vêtements pour femmes,Miyette,"4,1",5,100,0,0,0,0
1410,Magasin de vêtements imprimés,St Val,"4,1",5,100,0,0,0,0
1411,Bijouterie,Rosalia Bijoux,"4,1",5,100,0,0,0,0
1412,Magasin de vêtements,Bodhy,"4,1",5,100,0,0,0,0
1413,Magasin de puériculture,PAPATE,"4,1",5,80,20,0,0,0
1414,Bijoutier,Mayalp Le Bijou Alpin,"4,1",5,100,0,0,0,0
1415,Magasin de chaussures,Walkn Sneak,"4,1",5,100,0,0,0,0
1416,Bijouterie,Jolly Jane Bijoux,"4,1",5,100,0,0,0,0
1417,Artiste,Aurelieboufflersfrance,"4,1",5,100,0,0,0,0
1418,Magasin de vêtements,KAEMA,"4,1",5,100,0,0,0,0
1419,Boutique d'accessoires de mode,FARACHA.FR,"4,1",5,100,0,0,0,0
1420,Magasin d'articles de sports,Om Shoe,"4,1",5,100,0,0,0,0
1421,Boutique d'accessoires de mode,InstantLuxe.com,"4,0",843,58,19,10,4,9
1422,Boutique de lingerie,CHARLOTT',"4,0",267,82,9,2,2,5
1423,Bijouterie,VosBijoux.fr,"4,0",194,72,21,4,1,2
1424,Magasin de vêtements pour enfants,Grossiste-Enfant.fr,"4,0",177,66,15,8,1,10
1425,Bijouterie,The Sexy Scientist,"4,0",170,57,19,8,2,14
1426,Joaillier,Kassel,"4,0",166,74,7,2,0,17
1427,Bijouterie,ASEEL Paris,"4,0",117,75,11,5,3,6
1428,Boutique d'accessoires de mode,Labodét,"4,0",115,60,17,3,0,20
1429,Boutique d'accessoires de mode,My-sticker.com,"4,0",109,79,11,5,0,5
1430,Shopping & mode,Viniphile,"4,0",107,49,8,4,5,34
1431,Boutique de lingerie,Lingerie & Bikini Story,"4,0",68,53,9,6,0,32
1432,Expert en bijoux,Piercing Luxury,"4,0",63,87,8,0,0,5
1433,Magasin de streetwear,Kyugen,"4,0",40,72,5,5,3,15
1434,Magasin de puériculture,Bambinou,"4,0",36,75,3,0,0,22
1435,Magasin de puériculture,Apibébé,"4,0",34,59,26,0,0,15
1436,Décorateur d'intérieur,Le Vintage Illumine,"4,0",32,66,16,9,0,9
1437,Artisanat,Saoni Boutique,"4,0",30,57,37,3,0,3
1438,Magasin de puériculture,Mon Tapis Montessori,"4,0",28,78,11,0,0,11
1439,Shopping & mode,Kaporal,"4,0",27,63,15,4,7,11
1440,Service d'informations,Electroguide,"4,0",26,57,27,0,8,8
1441,Fournisseur de textile,lamaisonduteeshirt,"4,0",23,61,4,0,0,35
1442,Shopping & mode,ULTRABASIC,"4,0",18,66,11,17,0,6
1443,Shopping & mode,Cesare Nori,"4,0",17,76,0,6,6,12
1444,Magasin général,BamBoutic,"4,0",15,80,0,7,0,13
1445,Magasin de sacs et de valises,BONACHET PARIS,"4,0",11,82,0,9,0,9
1446,Magasin de vêtements imprimés,Monsieur Spoiler,"4,0",10,90,0,0,0,10
1447,Magasin de chaussures,chausson-univers.com,"4,0",9,67,22,0,0,11
1448,Shopping & mode,C LE PIED,"4,0",7,86,0,0,0,14
1449,Magasin de vêtements pour femmes,Emma & Virginie,"4,0",6,83,0,0,17,0
1450,Site de comparaison de prix,cBanque,"4,0",6,83,17,0,0,0
1451,Fabricant de bijoux,Monbijouxpierresdesoins,"4,0",6,100,0,0,0,0
1452,Bijouterie,BAUCHARDS JOAILLERIE,"4,0",6,83,0,0,0,17
1453,Magasin de vêtements,Hydra Clothing,"4,0",6,83,17,0,0,0
1454,Shopping & mode,Rue Du Boxer,"4,0",6,100,0,0,0,0
1455,Magasin de chasse,Enchereland,"4,0",6,67,33,0,0,0
1456,Magasin de design et de décor intérieur,Lili Pouce,"4,0",5,80,20,0,0,0
1457,Boutique d'accessoires de mode,Baroccobeautyco,"4,0",5,80,20,0,0,0
1458,Boutique de sacs à main,Inside,"4,0",5,100,0,0,0,0
